size,threshold,random,reversed,almost_sorted
84300,50,31847,25843,20738
84400,5,41605,33013,32751
84400,10,37325,28718,28319
84400,15,35695,27237,26726
84400,20,34577,26384,25413
84400,30,32719,24929,23228
84400,50,31388,25742,20658
84500,5,41734,33058,32837
84500,10,37276,28784,28368
84500,15,35835,27323,26738
84500,20,34759,26483,25520
84500,30,32859,24958,23294
84500,50,31441,25787,20682
84600,5,41852,33160,32943
84600,10,37489,28906,28470
84600,15,35805,27305,26779
84600,20,35424,27897,25751
84600,30,32842,25050,23344
84600,50,31474,25898,20730
84700,5,41931,33226,32960
84700,10,37537,28940,28569
84700,15,35782,27314,26812
84700,20,34900,26676,25732
84700,30,32812,25047,23339
84700,50,32106,25918,20719
84800,5,42030,33330,33090
84800,10,37703,29122,28612
84800,15,35873,27326,26808
84800,20,35028,26704,25837
84800,30,32861,25100,23353
84800,50,31561,25928,20779
84900,5,42040,33373,33092
84900,10,37739,29136,28714
84900,15,35874,27384,26853
84900,20,35169,26853,25988
84900,30,33520,25398,24046
84900,50,31610,25969,20794
85000,5,42155,33459,33209
85000,10,37828,29235,28849
85000,15,35934,27407,26886
85000,20,35244,26896,26079
85000,30,32961,25204,23425
85000,50,31654,26036,20783
85100,5,42256,33541,33238
85100,10,37902,29297,28899
85100,15,35941,27399,26924
85100,20,35353,26949,26121
85100,30,32951,25214,23482
85100,50,31752,26016,21242
85200,5,42288,33584,33328
85200,10,38030,29428,28955
85200,15,35983,27495,26953
85200,20,35414,27044,26280
85200,30,33033,25178,23445
85200,50,31734,26043,20822
85300,5,43373,34020,34031
85300,10,38468,29686,29379
85300,15,36293,27700,27208
85300,20,35863,27337,26577
85300,30,33350,25521,23720
85300,50,33306,26428,21550
85400,5,43245,34460,34074
85400,10,38857,30193,29649
85400,15,36815,27849,27588
85400,20,36281,27693,26984
85400,30,33517,25662,23835
85400,50,32437,26687,21331
85500,5,42702,34001,33735
85500,10,38367,29739,29288
85500,15,36140,27565,27068
85500,20,35846,27321,26645
85500,30,33181,25345,23576
85500,50,31928,26222,21286
85600,5,42792,34006,33641
85600,10,38471,29817,29351
85600,15,36226,27635,27089
85600,20,35965,27382,26802
85600,30,33196,25282,23544
85600,50,31895,26190,20940
85700,5,42825,33991,33714
85700,10,38532,29849,29417
85700,15,36181,27592,27107
85700,20,35959,27479,26823
85700,30,33197,25365,23613
85700,50,31967,26313,21007
85800,5,42868,34089,33892
85800,10,39261,30358,29891
85800,15,36707,27997,27701
85800,20,36825,28071,27355
85800,30,33482,25463,23703
85800,50,32010,26281,21054
85900,5,43239,34431,34169
85900,10,39197,30241,30075
85900,15,36614,27886,27363
85900,20,36773,27952,27603
85900,30,33432,25479,23730
85900,50,32153,26389,21005
86000,5,43085,34273,33958
86000,10,38897,30090,29712
86000,15,36383,27769,27184
86000,20,36355,27691,27207
86000,30,33321,25461,23685
86000,50,32061,26373,21038
86100,5,43248,34353,34119
86100,10,38963,30215,29795
86100,15,36415,27836,27270
86100,20,36429,27802,27236
86100,30,33392,25535,23793
86100,50,32154,26505,21006
86200,5,43286,34425,34166
86200,10,39041,30263,29980
86200,15,36435,27810,27260
86200,20,36598,29533,27265
86200,30,33422,25583,23757
86200,50,32188,26508,21070
86300,5,43403,34464,34208
86300,10,39137,30384,30006
86300,15,36501,27805,27289
86300,20,36472,27851,27275
86300,30,33548,25545,24104
86300,50,32235,26533,21102
86400,5,43479,34553,34344
86400,10,39370,30435,30113
86400,15,36554,27850,27330
86400,20,36522,27853,27296
86400,30,33597,25592,23796
86400,50,32343,26563,21141
86500,5,43611,34626,34387
86500,10,39413,30529,30182
86500,15,36474,27864,27319
86500,20,36942,28754,27784
86500,30,33546,25640,23837
86500,50,32201,26561,21151
86600,5,43599,34721,34460
86600,10,39468,30644,30257
86600,15,36574,27914,27388
86600,20,36552,27963,27341
86600,30,33647,25678,23840
86600,50,32359,26592,21211
86700,5,43734,34843,34600
86700,10,39566,30675,30346
86700,15,37076,28001,28010
86700,20,36612,27962,27412
86700,30,34221,25696,23840
86700,50,32363,26689,21193
86800,5,43761,34851,34667
86800,10,39637,30837,30474
86800,15,36620,27961,27447
86800,20,36714,28003,27419
86800,30,33732,25728,23904
86800,50,32418,26739,21233
86900,5,43907,34993,34673
86900,10,39726,30907,30577
86900,15,36748,28015,27505
86900,20,36729,27986,27472
86900,30,33725,25847,23915
86900,50,32463,26771,21278
87000,5,44065,35036,34870
87000,10,39850,30968,30781
87000,15,36732,28011,27468
87000,20,36730,28039,27464
87000,30,33829,25824,23988
87000,50,32469,26797,21361
87100,5,44102,35063,34863
87100,10,39990,31046,30714
87100,15,36773,28012,27603
87100,20,37155,28059,27501
87100,30,33885,25897,24001
87100,50,32853,26984,21378
87200,5,44146,35232,34981
87200,10,40399,31281,30912
87200,15,37057,28276,27583
87200,20,37088,28305,27650
87200,30,34526,25953,24060
87200,50,32570,26871,21330
87300,5,44586,36150,35315
87300,10,40182,31462,30934
87300,15,36874,28144,27532
87300,20,36824,28141,27574
87300,30,34225,26240,24289
87300,50,32791,27022,21501
87400,5,44828,35421,35125
87400,10,40304,31348,31025
87400,15,36938,28139,27594
87400,20,36970,28155,27563
87400,30,33948,25895,24072
87400,50,32688,26945,21353
87500,5,44753,35695,35388
87500,10,40652,31649,31382
87500,15,37393,28728,27906
87500,20,37499,28743,28196
87500,30,34206,26035,24155
87500,50,32715,27008,21489
87600,5,44896,35858,35558
87600,10,41321,31873,31580
87600,15,38104,28838,28130
87600,20,37381,28521,27901
87600,30,34239,26092,24250
87600,50,32980,27184,21613
87700,5,44973,35955,35724
87700,10,40737,31792,31605
87700,15,37429,28593,28051
87700,20,37594,28802,28299
87700,30,34241,26117,24374
87700,50,33036,27385,21687
87800,5,45245,36139,36062
87800,10,41299,32106,31873
87800,15,37765,28702,28081
87800,20,37731,28762,28162
87800,30,34621,26429,24528
87800,50,33194,27418,21736
87900,5,45951,36645,36111
87900,10,41334,32087,31779
87900,15,37477,28635,28098
87900,20,37406,28508,28450
87900,30,34485,26494,24567
87900,50,33156,27374,21768
88000,5,45382,36185,35919
88000,10,41189,32173,32133
88000,15,37499,28618,28024
88000,20,37218,28383,27781
88000,30,34181,26132,24225
88000,50,32898,27187,21541
88100,5,45176,36058,35815
88100,10,41424,32235,31893
88100,15,37472,28554,27934
88100,20,37380,28604,28057
88100,30,34859,26402,24534
88100,50,33218,27522,21785
88200,5,45841,36625,36308
88200,10,41664,32623,32198
88200,15,37703,28694,28045
88200,20,37555,28571,28009
88200,30,34252,26183,24271
88200,50,32968,27270,21576
88300,5,45609,36456,36070
88300,10,41636,32476,32266
88300,15,38055,29024,28327
88300,20,37927,29009,28232
88300,30,34597,26548,24582
88300,50,33338,27479,21709
88400,5,45812,36678,36395
88400,10,41867,32702,32709
88400,15,37568,28517,28198
88400,20,37654,28743,28279
88400,30,34680,26450,24535
88400,50,33461,28044,22092
88500,5,45695,37097,36221
88500,10,41765,32637,32241
88500,15,37722,29498,28071
88500,20,37480,28694,28136
88500,30,34689,26440,24570
88500,50,35671,28017,22129
88600,5,46156,38983,36688
88600,10,41962,32484,32116
88600,15,37636,28743,28174
88600,20,37802,28685,28083
88600,30,36743,26744,25114
88600,50,33298,27569,22220
88700,5,45760,36633,36363
88700,10,44923,32682,32442
88700,15,38356,29075,28534
88700,20,37885,28740,28125
88700,30,34801,26537,24660
88700,50,33606,28620,21873
88800,5,46241,37013,36881
88800,10,42272,33006,32697
88800,15,38032,28916,28373
88800,20,38124,28983,28428
88800,30,34740,26476,24657
88800,50,33536,27780,21994
88900,5,46533,39540,37181
88900,10,42411,33052,33053
88900,15,38401,28954,28414
88900,20,37751,28770,28243
88900,30,34743,26501,24628
88900,50,33662,27724,21961
89000,5,46165,37092,36636
89000,10,42254,33029,32523
89000,15,37738,28723,28155
89000,20,37797,29290,28295
89000,30,34975,26638,24755
89000,50,33598,27917,21992
89100,5,46357,36996,36835
89100,10,42456,32985,32789
89100,15,37875,28775,28210
89100,20,40685,28949,28432
89100,30,34805,26812,24634
89100,50,33802,28028,22150
89200,5,46690,37261,36751
89200,10,42445,33085,32961
89200,15,37651,28721,28247
89200,20,38045,28992,28352
89200,30,34983,26681,24805
89200,50,33683,27886,21991
89300,5,46375,37633,36611
89300,10,42411,33151,32986
89300,15,37791,28910,28312
89300,20,37915,29063,28426
89300,30,35051,26775,24892
89300,50,33773,27880,22019
89400,5,46832,37518,37115
89400,10,42859,33322,32936
89400,15,37662,28767,28411
89400,20,38156,29016,28342
89400,30,35113,26967,24829
89400,50,33574,27905,21938
89500,5,46712,37393,37015
89500,10,43132,33321,33064
89500,15,38082,28928,28385
89500,20,38128,29066,28376
89500,30,35069,26854,24891
89500,50,33693,27935,21991
89600,5,46802,37318,37139
89600,10,42535,33361,33027
89600,15,38241,29195,28455
89600,20,38022,28837,28301
89600,30,37606,27145,24931
89600,50,34017,28223,22210
89700,5,46920,37471,37236
89700,10,43412,33605,33472
89700,15,38153,29157,28494
89700,20,38191,29163,28702
89700,30,35234,26914,25007
89700,50,34010,28180,22134
89800,5,47160,37611,37453
89800,10,43834,33762,33582
89800,15,38292,29170,28555
89800,20,38183,29294,28361
89800,30,34827,26796,24798
89800,50,33834,28103,21920
89900,5,46589,37458,37199
89900,10,42927,33529,33325
89900,15,37845,28869,28282
89900,20,38100,29002,28362
89900,30,34945,26759,24726
89900,50,33654,27981,21971
90000,5,46765,37440,37158
90000,10,43003,33682,33555
90000,15,38161,29090,28507
90000,20,38211,28979,28380
90000,30,35171,26798,24751
90000,50,33727,27912,22021
90100,5,48821,38392,37413
90100,10,43033,33709,33610
90100,15,38316,29260,28554
90100,20,38288,29144,28555
90100,30,35095,26887,25067
90100,50,33812,28111,22134
90200,5,47017,37661,37384
90200,10,43018,33798,33654
90200,15,38194,29272,28483
90200,20,38327,28995,28468
90200,30,35043,26759,24825
90200,50,34189,28170,22115
90300,5,47125,40334,37638
90300,10,43246,35156,33901
90300,15,40000,29831,28801
90300,20,38501,29310,28760
90300,30,35287,27075,25002
90300,50,34157,28348,22312
90400,5,47414,38059,38114
90400,10,43256,33960,33680
90400,15,38500,29359,28667
90400,20,38057,29020,28421
90400,30,35173,26942,24860
90400,50,33864,28168,22134
90500,5,47428,38122,37831
90500,10,43298,34274,33885
90500,15,38539,29348,28867
90500,20,38622,29375,30425
90500,30,35517,27186,25019
90500,50,34427,28380,22318
90600,5,47677,38234,37949
90600,10,43406,33942,33932
90600,15,38485,29374,28660
90600,20,38551,30859,28732
90600,30,35808,27445,25365
90600,50,34655,28534,22580
90700,5,47966,38559,38133
90700,10,43320,34056,33744
90700,15,38502,30451,28737
90700,20,38555,29325,28786
90700,30,35298,27121,24979
90700,50,34099,28288,22263
90800,5,49524,38985,38393
90800,10,43584,34122,33889
90800,15,38734,29713,29097
90800,20,38625,29547,28831
90800,30,35880,27796,25222
90800,50,34662,28660,22600
90900,5,48211,38712,38278
90900,10,43737,34510,34174
90900,15,38492,29319,28767
90900,20,38574,29389,28745
90900,30,35310,27068,25014
90900,50,34129,28309,22220
91000,5,47690,38216,38037
91000,10,43235,33874,33687
91000,15,38950,29521,28928
91000,20,38903,29683,28999
91000,30,36311,27704,25136
91000,50,34728,28776,22591
91100,5,48416,38747,38996
91100,10,43826,34244,34055
91100,15,38536,29463,28847
91100,20,38897,29623,28958
91100,30,35898,27398,25556
91100,50,34715,28858,22630
91200,5,48585,39080,38890
91200,10,47356,34358,34156
91200,15,39074,29718,29125
91200,20,40694,29815,29968
91200,30,35805,27412,25408
91200,50,34368,28604,22345
91300,5,48468,38863,38661
91300,10,43797,36010,34045
91300,15,39087,29578,28861
91300,20,38939,30777,29171
91300,30,35727,27678,25427
91300,50,34990,29373,22627
91400,5,48541,38961,38694
91400,10,43870,34364,35651
91400,15,38891,29683,28945
91400,20,38814,29617,28958
91400,30,35921,27550,25444
91400,50,34924,29098,22811
91500,5,48534,38914,38797
91500,10,43750,34230,33938
91500,15,38590,29394,28776
91500,20,38567,29380,28714
91500,30,35549,27314,25113
91500,50,34341,28640,22439
91600,5,49969,39077,39104
91600,10,43575,34099,33949
91600,15,38732,29519,28876
91600,20,38718,29565,28867
91600,30,35763,27391,25257
91600,50,34459,28745,22448
91700,5,49958,38954,38779
91700,10,44041,34345,33957
91700,15,38752,29497,28916
91700,20,38740,29454,28986
91700,30,36762,27487,25369
91700,50,34697,28957,22606
91800,5,48510,40709,38879
91800,10,43751,34394,34030
91800,15,38777,29468,28922
91800,20,38778,29646,28941
91800,30,35748,27477,25618
91800,50,34585,28792,22606
91900,5,48752,39071,38835
91900,10,43964,34415,34068
91900,15,38750,29551,29103
91900,20,38729,29658,29071
91900,30,36000,27648,25700
91900,50,34738,28845,22567
92000,5,48614,39066,38803
92000,10,43721,34302,33914
92000,15,38957,29654,28950
92000,20,38848,29574,29023
92000,30,35901,27504,25409
92000,50,34657,28928,22630
92100,5,48870,39186,38842
92100,10,43797,34422,34027
92100,15,39257,29933,29208
92100,20,38916,29692,29161
92100,30,36094,27644,25488
92100,50,34823,28979,22659
92200,5,49044,39376,39111
92200,10,43818,35038,34039
92200,15,38981,29768,29139
92200,20,38826,29598,28882
92200,30,35951,27556,25311
92200,50,34861,29395,22970
92300,5,48963,39442,39063
92300,10,44002,34450,34318
92300,15,39281,29766,29126
92300,20,39027,29867,29161
92300,30,36336,27858,25598
92300,50,35432,29209,22820
92400,5,49527,39938,40004
92400,10,44191,34546,34426
92400,15,39311,29956,29216
92400,20,39598,29901,29219
92400,30,35944,27555,25471
92400,50,35039,29101,22662
92500,5,49211,39642,40129
92500,10,44177,34665,34343
92500,15,39268,29884,29220
92500,20,39237,29826,29194
92500,30,36243,27817,25640
92500,50,34914,29159,22726
92600,5,49300,39768,39334
92600,10,44245,34850,34459
92600,15,38951,29703,28995
92600,20,39118,29947,29106
92600,30,36132,27792,25483
92600,50,35012,28990,22688
92700,5,49499,39741,39422
92700,10,44000,34485,34077
92700,15,38969,29737,29042
92700,20,38993,29800,29177
92700,30,35978,27620,25422
92700,50,34799,28993,22579
92800,5,49141,39577,39281
92800,10,43872,34427,34124
92800,15,38973,29710,29008
92800,20,39000,29685,29023
92800,30,36041,27632,25377
92800,50,34811,29006,22620
92900,5,49622,39817,39517
92900,10,45029,35193,34632
92900,15,39463,29896,29259
92900,20,39526,29878,29412
92900,30,36280,27827,25646
92900,50,35146,29264,22761
93000,5,49625,39959,39665
93000,10,44180,34666,34436
93000,15,39159,29786,29073
93000,20,39266,29852,29212
93000,30,36379,27654,25423
93000,50,34868,29105,22649
93100,5,49754,39988,39937
93100,10,44462,34880,34592
93100,15,39845,30118,29273
93100,20,39300,29942,29309
93100,30,36650,28121,25771
93100,50,35055,29260,22712
93200,5,49847,40065,39892
93200,10,44231,34754,34452
93200,15,39384,30115,29218
93200,20,39380,30044,29428
93200,30,36338,27746,25638
93200,50,35118,29423,22778
93300,5,49844,40271,39864
93300,10,44657,34921,35446
93300,15,39877,30270,29643
93300,20,39746,30248,29677
93300,30,36370,27955,25660
93300,50,35441,29395,22882
93400,5,49908,40249,40270
93400,10,44242,34682,34394
93400,15,39610,30336,29448
93400,20,39507,30100,29426
93400,30,37424,27969,27909
93400,50,35253,29466,22852
93500,5,50913,40402,40129
93500,10,44483,34884,34508
93500,15,39702,30110,29487
93500,20,40973,30139,29436
93500,30,36466,27929,25710
93500,50,35321,29520,22836
93600,5,50343,40632,42069
93600,10,44898,35334,34804
93600,15,39887,30386,29617
93600,20,39770,30243,31175
93600,30,36772,28327,27605
93600,50,35306,29552,22932
93700,5,50488,40575,40202
93700,10,44610,34818,34683
93700,15,39641,30205,29618
93700,20,40018,30371,29728
93700,30,38090,28184,25901
93700,50,35922,29706,23028
93800,5,50906,41061,40526
93800,10,44861,35030,34900
93800,15,40183,30569,29744
93800,20,39869,30403,29577
93800,30,36747,28440,26000
93800,50,35762,30155,23149
93900,5,50612,40592,40275
93900,10,46421,35050,34910
93900,15,39461,30118,29311
93900,20,39689,30397,29674
93900,30,36870,28264,26059
93900,50,35489,29672,23058
94000,5,51009,41014,40691
94000,10,45042,35339,34971
94000,15,40207,30563,29744
94000,20,40125,30562,30779
94000,30,37028,28403,26031
94000,50,36012,30105,23238
94100,5,50656,40897,43373
94100,10,44681,34940,34873
94100,15,40017,30280,29668
94100,20,39903,30528,29762
94100,30,37245,28608,26153
94100,50,36124,30895,23216
94200,5,53150,41373,40933
94200,10,45120,35390,35149
94200,15,39811,30339,29612
94200,20,39848,30303,29602
94200,30,36605,28007,25731
94200,50,35338,29606,22913
94300,5,50611,40813,40525
94300,10,44598,34983,34619
94300,15,39594,30210,29417
94300,20,39654,30110,29426
94300,30,36607,28067,25814
94300,50,35638,29649,22964
94400,5,50701,40995,40704
94400,10,44565,34954,34646
94400,15,39710,30193,29455
94400,20,39879,30454,29645
94400,30,36914,28343,26008
94400,50,36204,30069,23175
94500,5,51524,41445,41022
94500,10,45304,35643,35156
94500,15,40046,30541,29768
94500,20,42903,30729,30041
94500,30,36692,28257,25855
94500,50,35612,29698,23087
94600,5,51084,41260,40916
94600,10,45060,35324,35009
94600,15,39843,30464,29681
94600,20,40001,30369,29651
94600,30,36691,28179,25856
94600,50,35578,29729,23060
94700,5,51828,41442,41098
94700,10,44848,35180,34908
94700,15,39875,30342,29612
94700,20,40170,30788,29834
94700,30,37072,28511,26180
94700,50,36064,30297,23280
94800,5,53441,41823,41406
94800,10,45128,35371,35409
94800,15,40215,30628,29944
94800,20,40198,30610,29904
94800,30,37251,28572,26221
94800,50,36141,30218,23265
94900,5,51521,41755,41346
94900,10,45285,35744,35209
94900,15,39960,30459,29751
94900,20,40087,30416,29753
94900,30,36919,28355,26012
94900,50,35828,30001,23257
95000,5,51427,41507,41254
95000,10,44847,35084,34919
95000,15,40154,30541,29683
95000,20,40426,30675,29957
95000,30,37111,28634,26248
95000,50,37549,30320,23388
95100,5,51785,41827,41523
95100,10,45128,35397,34969
95100,15,39996,30609,29919
95100,20,40234,30559,29947
95100,30,37086,28611,26076
95100,50,36058,30214,23583
95200,5,51839,41948,41474
95200,10,45237,35362,35009
95200,15,40329,30618,29787
95200,20,39988,30503,29717
95200,30,36903,28433,26193
95200,50,36122,30156,23446
95300,5,51779,41921,41636
95300,10,45351,35615,35217
95300,15,40256,31222,29902
95300,20,40051,30491,29780
95300,30,37330,28647,26503
95300,50,36343,30399,23536
95400,5,52485,42438,42317
95400,10,45616,35571,35453
95400,15,40593,30960,30161
95400,20,40414,30787,30001
95400,30,37290,28680,26323
95400,50,36238,30384,23468
95500,5,51910,41959,41808
95500,10,45355,36051,35183
95500,15,40180,30692,29798
95500,20,40029,30513,29810
95500,30,37119,28496,26079
95500,50,35928,30086,23220
95600,5,52692,42453,43501
95600,10,45201,35419,35074
95600,15,40176,30587,29835
95600,20,40132,30576,29898
95600,30,37592,29020,26427
95600,50,36461,30604,23628
95700,5,54131,42551,42115
95700,10,45997,35859,35781
95700,15,40491,30822,30053
95700,20,40641,30905,30160
95700,30,37487,29395,27129
95700,50,36210,30429,23411
95800,5,55211,42358,42171
95800,10,45773,35876,35880
95800,15,40709,31466,30379
95800,20,40663,30951,30201
95800,30,37819,29046,26424
95800,50,36900,30396,23377
95900,5,52596,42409,42083
95900,10,45557,35721,35520
95900,15,40554,30926,30129
95900,20,40480,30823,30063
95900,30,37471,28784,26339
95900,50,36597,30488,23500
96000,5,52424,42278,41973
96000,10,45419,35574,35269
96000,15,40432,30833,29980
96000,20,40540,30826,29994
96000,30,37250,28695,26402
96000,50,36282,30390,23379
96100,5,53763,42698,42389
96100,10,46026,37453,35757
96100,15,40712,30954,30284
96100,20,40656,30989,30265
96100,30,37616,30348,26537
96100,50,36439,30672,23688
96200,5,53257,42819,42395
96200,10,45711,35754,37059
96200,15,40679,31062,30177
96200,20,40722,31004,30191
96200,30,38998,29028,26528
96200,50,36391,30667,23612
96300,5,52927,42815,42533
96300,10,45771,35886,35529
96300,15,40957,31145,30324
96300,20,40832,31129,30399
96300,30,39312,29252,26753
96300,50,36781,30941,23748
96400,5,52876,42916,42596
96400,10,46316,36343,37618
96400,15,41304,31369,30595
96400,20,41085,31310,32176
96400,30,37986,29052,26592
96400,50,36443,30709,23548
96500,5,53260,42923,42760
96500,10,46565,36044,35803
96500,15,40903,31017,30358
96500,20,41410,31186,30412
96500,30,37819,29093,26655
96500,50,39148,30898,23838
96600,5,53097,45411,42848
96600,10,46176,36107,35912
96600,15,40960,31228,30221
96600,20,41136,31040,30520
96600,30,37979,29201,26707
96600,50,36909,31080,23982
96700,5,53184,43220,42774
96700,10,45674,35870,35422
96700,15,40569,30948,30114
96700,20,40604,30946,30124
96700,30,37589,28915,26353
96700,50,36766,30949,23853
96800,5,53419,43597,43598
96800,10,45997,36033,35674
96800,15,40664,30921,30160
96800,20,40560,30893,30110
96800,30,37555,28963,26565
96800,50,36472,30664,23514
96900,5,52902,42753,42438
96900,10,45565,35681,35352
96900,15,40605,30945,30126
96900,20,40612,30978,30132
96900,30,37646,28881,26442
96900,50,36447,30633,23515
97000,5,53422,43239,43008
97000,10,46080,35881,35721
97000,15,40618,30964,30107
97000,20,40616,30966,30207
97000,30,37665,28955,26434
97000,50,36499,30707,23533
97100,5,53108,42970,42650
97100,10,45729,35822,35559
97100,15,40716,31149,30228
97100,20,41436,31553,30631
97100,30,38587,29729,27079
97100,50,37089,31186,23973
97200,5,53428,43498,43216
97200,10,46348,36422,36060
97200,15,41176,31159,30690
97200,20,41014,31235,30394
97200,30,38022,29336,26799
97200,50,37007,31581,23798
97300,5,53429,43397,43223
97300,10,45880,35974,35614
97300,15,41519,31229,30385
97300,20,41059,31110,30319
97300,30,37893,29117,26753
97300,50,39191,30929,25127
97400,5,53412,43215,43005
97400,10,46136,35951,35662
97400,15,41166,31408,30960
97400,20,41423,31729,30587
97400,30,37813,29549,26635
97400,50,36939,31176,23777
97500,5,54117,43550,43328
97500,10,45909,35877,35581
97500,15,40917,31225,30336
97500,20,41094,31342,30514
97500,30,37807,29099,26540
97500,50,40156,31245,23698
97600,5,54030,43638,43389
97600,10,46421,36284,36065
97600,15,41290,31427,30500
97600,20,41070,31336,30554
97600,30,38228,29494,26694
97600,50,36961,31131,23796
97700,5,54295,43755,43402
97700,10,46436,36061,35831
97700,15,40953,31245,30434
97700,20,40988,31215,30457
97700,30,38172,29458,26882
97700,50,37206,31275,23902
97800,5,54225,43643,45158
97800,10,46313,36183,36003
97800,15,41298,31312,30557
97800,20,40967,31240,30382
97800,30,38106,29457,26865
97800,50,37235,31397,23904
97900,5,54723,45222,43448
97900,10,46473,36250,36001
97900,15,41291,31478,30709
97900,20,41401,31455,30728
97900,30,38224,29407,26837
97900,50,37052,31291,24385
98000,5,54181,43864,44452
98000,10,46153,36027,35706
98000,15,41032,31290,30412
98000,20,40969,31251,30443
98000,30,38227,29457,26898
98000,50,38079,31896,24283
98100,5,53900,43750,43419
98100,10,46133,36083,35793
98100,15,41133,31385,30500
98100,20,41392,31471,30761
98100,30,38311,29489,26910
98100,50,37220,31393,23997
98200,5,54404,44217,43787
98200,10,47511,36607,36456
98200,15,41761,31721,30899
98200,20,41638,31819,31130
98200,30,38704,29876,27182
98200,50,37220,31429,23942
98300,5,54734,44453,43795
98300,10,46952,36754,36367
98300,15,41720,31782,30969
98300,20,41300,31479,30660
98300,30,38432,29687,26968
98300,50,37409,31522,24042
98400,5,54767,44472,44532
98400,10,50145,36796,36426
98400,15,41658,31668,30870
98400,20,41542,31617,30669
98400,30,38225,29423,26796
98400,50,37191,31317,23835
98500,5,54925,44651,44105
98500,10,46585,36525,36048
98500,15,43592,31511,30650
98500,20,41591,31704,30885
98500,30,38650,29582,26984
98500,50,37628,31665,24087
98600,5,54798,44540,43895
98600,10,46740,36484,36202
98600,15,42367,31864,30967
98600,20,41513,31630,30728
98600,30,38887,29918,27217
98600,50,37640,31735,24339
98700,5,54427,44073,43759
98700,10,46357,36216,35913
98700,15,41313,31494,30651
98700,20,41500,31620,30804
98700,30,38723,29897,27169
98700,50,37605,31744,24180
98800,5,54807,46714,44693
98800,10,46728,36532,36124
98800,15,41974,32002,31049
98800,20,41741,31815,30795
98800,30,38931,30127,27358
98800,50,37800,31644,24121
98900,5,55145,44643,44237
98900,10,47102,37185,36395
98900,15,41620,31633,30864
98900,20,41435,31619,30866
98900,30,38874,29988,27299
98900,50,37953,32141,24433
99000,5,54978,44589,44067
99000,10,46905,36671,36363
99000,15,41871,31892,30956
99000,20,41982,32027,31085
99000,30,38912,29951,27053
99000,50,37790,31821,24256
99100,5,55931,44422,47342
99100,10,47659,37002,36530
99100,15,41752,31848,30849
99100,20,41744,32215,31197
99100,30,38670,29881,27106
99100,50,37999,32018,24349
99200,5,55221,44829,44335
99200,10,47013,36705,36158
99200,15,41987,32016,31107
99200,20,41881,31847,31647
99200,30,39180,30134,27613
99200,50,37690,34274,24651
99300,5,55225,44935,44406
99300,10,47078,36842,36385
99300,15,44351,32168,31047
99300,20,42239,32068,31420
99300,30,38997,30060,27459
99300,50,37770,31869,24164
99400,5,55885,44434,44204
99400,10,47076,36810,36350
99400,15,41942,31916,31019
99400,20,42064,32016,31172
99400,30,39143,29960,27377
99400,50,37550,31707,24096
99500,5,55311,44834,44536
99500,10,47496,36920,36581
99500,15,42141,35039,31577
99500,20,42279,32284,31307
99500,30,39143,30088,27414
99500,50,37895,32033,24407
99600,5,55359,44822,44364
99600,10,47631,37158,36531
99600,15,42396,32382,35161
99600,20,42236,32006,31139
99600,30,39359,30281,27439
99600,50,37981,32103,24384
99700,5,55437,44937,44428
99700,10,47211,36922,36638
99700,15,42195,32191,31081
99700,20,42476,32050,31168
99700,30,39128,30279,27473
99700,50,38001,32130,24378
99800,5,55589,44900,44490
99800,10,47612,37000,36663
99800,15,42354,32313,31469
99800,20,42467,32351,31317
99800,30,39243,30125,27443
99800,50,38387,32417,24602
99900,5,55662,45343,44413
99900,10,47432,37133,36712
99900,15,42510,32142,31242
99900,20,42288,32048,31181
99900,30,39012,30088,27376
99900,50,38273,32351,24670
100000,5,55708,45101,44912
100000,10,47624,37257,36861
100000,15,41998,31937,31021
100000,20,41835,31818,30978
100000,30,38795,30047,27277
100000,50,38157,32179,24464
