size,threshold,random,reversed,almost_sorted
34400,50,11994,9576,7941
34500,5,16371,12940,12869
34500,10,14213,10810,10575
34500,15,14174,10775,10593
34500,20,12743,9643,9084
34500,30,12796,9606,9033
34500,50,11957,9521,7841
34600,5,16517,13073,12957
34600,10,14273,10880,10582
34600,15,14084,10745,10503
34600,20,12631,9503,8946
34600,30,12646,9491,8966
34600,50,11898,9404,7797
34700,5,16489,13061,12944
34700,10,14163,10795,10555
34700,15,14191,10779,10523
34700,20,12691,9559,8976
34700,30,12725,9594,9007
34700,50,12154,9545,8017
34800,5,16512,13031,12935
34800,10,14258,10863,10626
34800,15,14275,10937,10690
34800,20,12832,9654,9049
34800,30,12870,9631,9129
34800,50,12225,9667,7952
34900,5,16654,13207,13020
34900,10,14230,10807,10574
34900,15,14176,10775,10568
34900,20,12765,9576,9045
34900,30,12878,9716,9122
34900,50,12155,9618,7934
35000,5,16663,13099,12929
35000,10,14413,10959,10723
35000,15,14419,10937,10723
35000,20,13311,9750,9240
35000,30,12891,9707,9171
35000,50,12185,9640,8019
35100,5,16811,13255,13102
35100,10,14470,11030,10730
35100,15,14542,11004,10738
35100,20,12927,9681,9122
35100,30,12805,9608,9064
35100,50,12075,9571,7898
35200,5,16646,13176,13036
35200,10,14427,10955,10756
35200,15,14457,11017,10735
35200,20,13008,9754,9196
35200,30,13021,9748,9194
35200,50,12348,9703,8033
35300,5,16652,13176,13090
35300,10,14449,10966,10762
35300,15,14476,10987,10790
35300,20,12987,9778,9214
35300,30,13020,9834,9241
35300,50,12320,9745,8090
35400,5,16899,13359,13223
35400,10,14467,11049,10839
35400,15,14600,11080,10833
35400,20,13081,9828,9232
35400,30,12903,9700,9130
35400,50,12160,9683,7981
35500,5,16840,13304,13191
35500,10,14473,11078,10814
35500,15,14537,11025,10826
35500,20,13018,9829,9268
35500,30,13057,9841,9230
35500,50,12308,9837,8096
35600,5,16861,13420,13202
35600,10,14576,11046,10832
35600,15,14671,11009,10841
35600,20,13125,9891,9227
35600,30,13149,9931,9407
35600,50,12368,9915,8164
35700,5,16929,13338,13300
35700,10,14712,11241,10932
35700,15,14715,11175,10924
35700,20,13162,9875,9267
35700,30,13006,9803,9216
35700,50,12327,9880,8054
35800,5,16965,13374,13338
35800,10,14673,11197,10945
35800,15,14664,11167,10916
35800,20,13195,9876,9272
35800,30,13089,9831,9224
35800,50,12389,9832,8084
35900,5,16893,13352,15545
35900,10,14540,11044,10845
35900,15,14521,11060,10828
35900,20,13122,9864,9270
35900,30,13140,9903,9303
35900,50,12556,9939,8162
36000,5,17012,13353,13293
36000,10,14622,11144,10891
36000,15,14567,11117,10847
36000,20,13154,9895,9296
36000,30,13123,9919,9286
36000,50,12449,9915,8094
36100,5,16883,13361,13242
36100,10,14600,11112,10900
36100,15,14618,11102,10886
36100,20,13166,9894,9342
36100,30,13160,9915,9316
36100,50,12415,9923,8153
36200,5,16941,13338,13335
36200,10,14655,11146,10932
36200,15,14655,11135,10898
36200,20,13220,9930,9342
36200,30,13207,9928,9334
36200,50,12503,9930,8141
36300,5,16961,13387,13295
36300,10,14680,11164,10943
36300,15,14687,11162,10974
36300,20,13227,9956,9377
36300,30,13255,9976,9426
36300,50,12509,9982,8180
36400,5,18392,13498,14163
36400,10,14700,11172,10944
36400,15,14689,11165,10937
36400,20,13243,9978,9374
36400,30,13255,9975,9373
36400,50,12513,10003,8177
36500,5,17071,13428,13322
36500,10,14782,11222,10976
36500,15,14758,11200,10989
36500,20,13321,10040,9402
36500,30,13325,10014,9415
36500,50,12560,10041,8220
36600,5,17070,13438,13404
36600,10,14781,11238,11025
36600,15,14771,11244,11015
36600,20,13369,10033,9422
36600,30,13392,10016,9424
36600,50,12621,10077,8225
36700,5,17107,13477,13410
36700,10,14806,11274,11023
36700,15,14808,11268,11042
36700,20,13362,10088,9457
36700,30,13375,10071,9461
36700,50,12651,10109,8249
36800,5,17148,13527,13437
36800,10,14926,11274,11063
36800,15,14866,11295,11062
36800,20,13440,10103,9499
36800,30,13462,10081,9478
36800,50,12695,10138,8283
36900,5,17196,13533,13473
36900,10,14917,11301,11080
36900,15,14932,11304,11092
36900,20,13461,10113,9513
36900,30,13438,10122,9520
36900,50,12716,10169,8309
37000,5,17233,13564,13496
37000,10,14931,11331,11095
37000,15,14951,11360,11146
37000,20,13477,10136,9545
37000,30,13467,10157,9512
37000,50,12767,10206,8327
37100,5,17242,13612,13543
37100,10,14993,11375,11134
37100,15,15003,11382,11144
37100,20,13539,10181,9554
37100,30,13512,10148,9573
37100,50,12813,10228,8366
37200,5,17316,13636,13568
37200,10,15020,11395,11163
37200,15,15026,11386,11162
37200,20,13556,10202,9574
37200,30,13538,10204,9592
37200,50,12835,10294,8376
37300,5,17373,13683,13567
37300,10,15048,11410,11201
37300,15,15071,11416,11189
37300,20,13610,10223,9603
37300,30,13622,10229,9593
37300,50,12866,10338,8397
37400,5,17378,14062,13601
37400,10,15085,11445,11209
37400,15,15095,11448,11208
37400,20,13639,10263,9644
37400,30,13631,10255,9629
37400,50,12925,10339,8412
37500,5,17417,13763,13641
37500,10,15127,11463,11259
37500,15,15150,11489,11264
37500,20,13699,10289,9655
37500,30,13667,10283,9670
37500,50,12941,10365,8446
37600,5,17487,13804,13715
37600,10,15286,11656,11407
37600,15,15286,11573,11410
37600,20,13891,10432,9803
37600,30,13825,10413,9792
37600,50,13133,10502,8507
37700,5,17848,13989,13910
37700,10,15396,11720,11446
37700,15,15403,11694,11477
37700,20,14010,10578,9830
37700,30,13941,10460,9852
37700,50,13153,10551,8534
37800,5,17761,13993,13928
37800,10,15453,11729,11430
37800,15,15373,11627,11390
37800,20,13885,10444,9796
37800,30,13842,10449,9784
37800,50,13283,10568,8546
37900,5,17822,13954,13881
37900,10,15373,11684,11400
37900,15,15374,11690,11436
37900,20,13934,10496,9829
37900,30,14133,10794,9907
37900,50,13400,10871,8663
38000,5,17783,16464,13905
38000,10,15584,11793,11510
38000,15,15553,11780,11523
38000,20,13949,10554,9861
38000,30,13981,10529,9832
38000,50,13227,10630,8594
38100,5,17826,14016,13917
38100,10,15407,11713,11527
38100,15,15474,11727,11468
38100,20,14002,10577,9888
38100,30,13984,10533,9831
38100,50,13257,10644,8611
38200,5,17919,14068,13934
38200,10,15533,11740,11547
38200,15,15527,11783,11543
38200,20,14055,10589,9896
38200,30,14036,10587,9944
38200,50,13293,10710,8700
38300,5,18003,14127,14003
38300,10,15555,13314,11751
38300,15,15697,14112,11729
38300,20,16114,10608,10023
38300,30,13958,10587,9859
38300,50,13753,10711,8624
38400,5,17949,15781,14204
38400,10,15703,11896,11619
38400,15,15896,11928,11638
38400,20,14388,10645,9992
38400,30,14750,10671,9985
38400,50,13570,10922,8702
38500,5,18101,14225,14180
38500,10,15762,11958,11695
38500,15,15685,11937,11751
38500,20,14213,10736,10038
38500,30,14251,10674,10018
38500,50,13509,10921,8798
38600,5,17943,14197,14027
38600,10,15512,11822,11535
38600,15,15508,11757,11566
38600,20,14080,10569,9920
38600,30,14076,10568,9908
38600,50,13347,10758,8656
38700,5,18128,14266,14162
38700,10,15684,11939,11711
38700,15,15809,12128,11766
38700,20,14214,10786,10071
38700,30,14250,10930,10051
38700,50,13511,10902,8842
38800,5,18192,14338,14246
38800,10,15782,11931,11863
38800,15,15857,12007,11745
38800,20,14203,10697,10020
38800,30,14189,10734,10013
38800,50,13475,10863,8758
38900,5,17970,14161,14054
38900,10,15675,11859,11615
38900,15,15642,11860,11616
38900,20,14158,10654,9971
38900,30,14145,10668,9982
38900,50,13451,10853,8720
39000,5,17976,14694,14101
39000,10,15685,11881,11649
39000,15,15663,11859,11648
39000,20,14205,10708,10003
39000,30,14193,10702,9996
39000,50,13485,10916,8756
39100,5,18047,14200,14145
39100,10,15726,11947,11707
39100,15,15704,11920,11673
39100,20,14215,10726,10036
39100,30,14218,10721,10045
39100,50,13521,10930,8791
39200,5,18085,14272,14143
39200,10,15756,11931,11717
39200,15,15747,11937,11703
39200,20,14254,10747,10059
39200,30,14268,10749,10072
39200,50,13555,10971,8807
39300,5,18157,14299,14241
39300,10,15943,12658,11845
39300,15,15866,12024,11784
39300,20,14443,10900,10146
39300,30,14399,10863,10134
39300,50,13699,11074,8907
39400,5,18304,14470,14834
39400,10,16068,12105,11953
39400,15,16347,12179,13326
39400,20,14597,10944,10199
39400,30,14470,10938,10244
39400,50,13738,11112,8913
39500,5,18425,14443,14359
39500,10,16070,12183,11892
39500,15,16068,12182,11957
39500,20,14578,10952,10234
39500,30,14610,10992,10253
39500,50,13933,11302,8997
39600,5,18481,14499,14342
39600,10,16214,12069,11839
39600,15,15997,12107,11862
39600,20,14643,10971,10229
39600,30,14639,10948,10222
39600,50,13773,11130,8942
39700,5,18463,14484,14365
39700,10,16151,12238,12010
39700,15,16064,12142,11918
39700,20,14605,10963,10242
39700,30,14507,10996,10200
39700,50,13918,11343,9061
39800,5,18503,14526,14381
39800,10,16090,12150,11961
39800,15,16048,12154,11952
39800,20,14590,10945,10192
39800,30,14494,10923,10194
39800,50,13803,11188,8927
39900,5,18344,14454,14326
39900,10,15999,12137,11882
39900,15,16041,12150,11906
39900,20,14533,10963,10220
39900,30,14541,10949,10213
39900,50,13848,11220,8955
40000,5,18413,14463,14356
40000,10,16035,12164,11924
40000,15,16028,12176,11936
40000,20,14553,10981,10247
40000,30,14551,11043,10241
40000,50,13865,11232,8960
40100,5,18428,14483,14380
40100,10,16258,12322,12101
40100,15,16231,12294,12074
40100,20,14787,11172,10367
40100,30,14805,11142,10378
40100,50,14068,11417,9080
40200,5,18600,14663,14782
40200,10,16250,12337,12238
40200,15,16558,12305,11965
40200,20,14670,11028,10296
40200,30,14644,11052,10275
40200,50,14098,11429,9131
40300,5,18695,14625,14542
40300,10,16509,12244,12012
40300,15,16160,12261,12014
40300,20,14692,11102,10317
40300,30,14635,11071,10308
40300,50,13983,11344,9042
40400,5,18559,14578,14452
40400,10,16173,12293,12019
40400,15,16322,12420,12157
40400,20,14925,11226,10424
40400,30,14846,11243,10454
40400,50,14269,11525,9143
40500,5,18685,14695,14647
40500,10,16480,12532,12249
40500,15,16286,12327,12077
40500,20,14741,11125,10369
40500,30,14704,11149,10342
40500,50,14105,11448,9081
40600,5,18756,14742,14610
40600,10,16398,12405,12141
40600,15,16267,12351,12132
40600,20,14757,11159,10372
40600,30,14796,11167,10365
40600,50,14090,11450,9095
40700,5,18760,14800,14660
40700,10,16340,12411,12126
40700,15,16301,12377,12104
40700,20,14934,11236,10503
40700,30,14923,11243,10447
40700,50,14313,11607,9189
40800,5,18780,14771,14699
40800,10,16464,12458,12237
40800,15,16382,12421,12177
40800,20,14916,11290,10499
40800,30,14982,11325,10516
40800,50,15158,11898,9496
40900,5,18928,14884,14761
40900,10,16551,12606,12347
40900,15,16583,12494,12305
40900,20,14990,11333,10546
40900,30,14976,11376,10499
40900,50,14319,11665,9276
41000,5,18970,14878,14747
41000,10,16620,12664,12442
41000,15,16716,12608,12346
41000,20,15102,11469,10634
41000,30,15092,11440,10539
41000,50,14429,11693,9276
41100,5,19126,15090,14847
41100,10,16742,12670,12518
41100,15,16544,12586,12245
41100,20,15259,11919,10786
41100,30,15107,11395,10564
41100,50,14347,11697,9262
41200,5,19165,15032,15055
41200,10,18144,12721,14055
41200,15,16758,13640,13207
41200,20,15403,11606,10992
41200,30,15178,11502,10802
41200,50,14436,11724,9251
41300,5,19239,15048,14997
41300,10,17046,12947,12744
41300,15,16774,12620,12357
41300,20,15420,11609,10997
41300,30,15123,11439,10649
41300,50,14392,11741,9278
41400,5,19126,15012,14905
41400,10,16838,12822,12552
41400,15,16541,12544,12293
41400,20,15365,11633,10951
41400,30,15028,11380,10562
41400,50,14380,11724,9276
41500,5,19206,15145,15035
41500,10,16947,12901,12645
41500,15,16685,12679,12460
41500,20,15684,11809,11140
41500,30,15169,11468,10631
41500,50,14494,11855,9337
41600,5,19262,15180,15069
41600,10,17113,13070,12840
41600,15,16771,12667,12489
41600,20,15735,11875,11201
41600,30,15245,11536,10683
41600,50,14547,11893,9367
41700,5,19493,15368,15636
41700,10,17321,13318,13023
41700,15,16797,12733,12493
41700,20,16041,12119,11446
41700,30,15288,11516,10729
41700,50,14684,12033,9401
41800,5,19667,15568,15408
41800,10,17567,13393,13156
41800,15,16935,12806,12563
41800,20,16093,12130,11546
41800,30,15315,11564,10706
41800,50,14535,11909,9372
41900,5,19762,15583,15440
41900,10,17568,13348,13118
41900,15,16953,12869,12651
41900,20,16196,12231,11615
41900,30,15462,11730,10824
41900,50,14717,12010,9504
42000,5,20028,15726,15614
42000,10,18103,13560,13259
42000,15,17009,12849,12560
42000,20,16329,12306,11763
42000,30,15477,11687,10807
42000,50,14752,12092,9458
42100,5,20015,15713,15617
42100,10,17872,13658,13415
42100,15,17168,12943,12717
42100,20,16372,12396,11856
42100,30,15507,11728,10878
42100,50,14809,12069,9506
42200,5,20052,15842,15683
42200,10,17787,13578,13437
42200,15,17275,12872,12603
42200,20,16545,12406,11979
42200,30,15379,11616,10788
42200,50,14856,12115,9528
42300,5,20239,15951,15820
42300,10,18011,13793,13566
42300,15,17226,12998,12705
42300,20,16656,12645,12092
42300,30,15550,11848,10930
42300,50,14951,12270,9574
42400,5,20243,15910,15794
42400,10,18013,13812,13611
42400,15,17284,13084,12759
42400,20,16727,12721,12205
42400,30,15593,11760,10911
42400,50,14959,12168,9597
42500,5,20170,15910,15768
42500,10,18051,13879,13642
42500,15,17162,13006,12761
42500,20,16832,12728,12265
42500,30,15630,11829,10919
42500,50,16666,16329,11618
42600,5,20359,16151,15966
42600,10,18159,13926,13706
42600,15,17125,13000,12682
42600,20,16869,12766,12400
42600,30,15616,11811,10938
42600,50,14934,12325,9628
42700,5,20503,16150,16018
42700,10,18261,14016,13799
42700,15,17125,12914,12616
42700,20,16857,12776,12382
42700,30,15562,11840,10933
42700,50,14975,12223,9622
42800,5,20430,16251,16141
42800,10,18332,14101,13891
42800,15,17064,12965,12676
42800,20,17120,12982,12607
42800,30,15732,11878,11407
42800,50,15081,12345,9657
42900,5,20564,16296,16138
42900,10,18487,14237,13991
42900,15,17290,13049,12752
42900,20,17126,13015,12730
42900,30,15717,11864,11030
42900,50,15085,12352,9682
43000,5,20730,16331,16223
43000,10,18591,14314,14027
43000,15,17221,12998,12704
43000,20,17130,12984,12672
43000,30,15852,12067,11160
43000,50,15187,12476,9769
43100,5,20626,16331,16158
43100,10,18497,14291,14067
43100,15,17160,13023,12724
43100,20,17204,13020,12739
43100,30,15691,11870,10989
43100,50,15134,12393,9691
43200,5,20959,16602,16458
43200,10,18833,14547,14277
43200,15,17434,13141,12877
43200,20,17392,13103,12852
43200,30,15900,11982,11064
43200,50,15177,12473,9744
43300,5,20951,16568,16492
43300,10,18825,14506,14275
43300,15,17581,13286,12950
43300,20,17641,13210,13004
43300,30,15980,12119,11199
43300,50,15395,12675,9836
43400,5,21019,16681,16529
43400,10,18903,14610,14420
43400,15,17280,13087,12800
43400,20,17269,13073,12803
43400,30,15820,11992,11039
43400,50,15144,12455,9711
43500,5,21012,16665,16551
43500,10,18964,14641,14472
43500,15,17470,13241,12955
43500,20,17479,13328,13189
43500,30,16090,12184,11232
43500,50,15443,12687,9820
43600,5,21364,16953,16877
43600,10,19147,14838,14684
43600,15,17615,13279,13005
43600,20,17393,13176,12912
43600,30,15963,12060,11156
43600,50,15649,12834,9981
43700,5,21233,16827,16699
43700,10,19159,14829,14630
43700,15,17430,13227,12928
43700,20,17430,13246,12929
43700,30,16356,12135,11144
43700,50,15371,12618,9800
43800,5,21382,16891,16854
43800,10,19329,14936,14748
43800,15,17462,13262,12952
43800,20,17463,13205,12932
43800,30,16006,12131,11181
43800,50,15314,12593,9803
43900,5,21348,16957,16868
43900,10,19303,15025,14775
43900,15,17577,13264,12965
43900,20,17491,13300,12975
43900,30,16098,12151,11188
43900,50,15515,12773,9858
44000,5,21503,17082,16951
44000,10,19384,15021,14817
44000,15,17532,13268,12990
44000,20,17593,13331,13009
44000,30,16136,12247,11290
44000,50,15466,12759,9885
44100,5,21690,17223,17076
44100,10,19862,15550,15191
44100,15,17804,13452,13152
44100,20,17806,13436,13167
44100,30,16225,12302,11334
44100,50,15609,12887,9979
44200,5,21768,17380,17182
44200,10,19805,15344,15190
44200,15,17891,13516,13172
44200,20,17826,13441,13134
44200,30,16311,12269,11327
44200,50,15605,12872,9971
44300,5,22073,17502,17305
44300,10,19991,15569,15364
44300,15,17917,13528,13230
44300,20,17771,13475,13167
44300,30,16433,12408,11457
44300,50,15787,12994,10082
44400,5,21871,17421,17308
44400,10,19897,15453,15231
44400,15,17831,13463,13145
44400,20,17923,13491,13209
44400,30,16333,12294,11410
44400,50,15703,12968,10013
44500,5,22046,17523,17422
44500,10,20042,15571,15429
44500,15,17905,13494,13199
44500,20,17847,13493,13190
44500,30,16389,12431,11674
44500,50,16063,13040,10054
44600,5,22090,18332,17524
44600,10,20408,15709,15661
44600,15,17954,13594,13289
44600,20,17862,13499,13248
44600,30,16265,12375,11367
44600,50,15934,13099,10105
44700,5,22199,17656,17475
44700,10,20064,15624,15445
44700,15,17881,13481,13175
44700,20,17862,13477,13198
44700,30,16345,12409,11365
44700,50,15705,13000,10033
44800,5,22106,17611,17452
44800,10,20196,15690,15618
44800,15,17959,13508,13226
44800,20,17908,13545,13222
44800,30,16392,12451,11498
44800,50,15724,13034,10037
44900,5,22140,17800,17533
44900,10,22134,15782,15632
44900,15,17879,13547,13239
44900,20,17918,13502,13230
44900,30,16406,12454,11408
44900,50,15743,13063,10064
45000,5,22292,17754,17710
45000,10,20262,15791,15679
45000,15,17887,13540,13212
45000,20,17887,13516,13197
45000,30,16464,12542,11477
45000,50,15827,13120,10095
45100,5,22783,18128,18077
45100,10,20759,16104,17243
45100,15,18103,13832,13380
45100,20,17903,13548,13222
45100,30,16472,12478,11485
45100,50,16044,13257,10147
45200,5,22578,18102,17903
45200,10,20684,16094,15904
45200,15,18193,13708,13394
45200,20,18275,13806,13420
45200,30,16623,12619,11563
45200,50,16288,13372,11212
45300,5,22920,18219,18059
45300,10,20841,16127,16081
45300,15,18328,13860,13880
45300,20,18258,13736,13444
45300,30,16496,12523,11485
45300,50,15891,13129,10135
45400,5,22791,18256,18027
45400,10,20568,15980,15907
45400,15,18139,13690,13384
45400,20,18134,13781,13403
45400,30,16714,12611,11644
45400,50,16003,13259,10311
45500,5,22780,18192,18069
45500,10,20535,15997,15888
45500,15,18546,13682,14519
45500,20,18103,13683,13354
45500,30,16602,12606,11529
45500,50,15931,13221,10157
45600,5,22823,18258,18070
45600,10,20540,16011,15881
45600,15,18114,13687,13386
45600,20,18108,13676,13357
45600,30,16637,12617,11601
45600,50,16116,13305,10181
45700,5,22865,18284,18168
45700,10,20590,16084,15963
45700,15,18149,13700,13420
45700,20,18307,13941,13558
45700,30,16734,12681,11608
45700,50,16071,13321,10211
45800,5,22959,18406,18307
45800,10,20634,16070,15953
45800,15,18164,13728,13426
45800,20,18168,13747,13418
45800,30,16670,12674,11605
45800,50,16073,13396,10277
45900,5,23027,18466,18377
45900,10,20695,16174,16024
45900,15,18236,13772,13447
45900,20,18203,13834,13450
45900,30,16723,12705,11625
45900,50,16180,13385,10245
46000,5,23108,18522,18355
46000,10,20754,16120,15998
46000,15,18702,13802,13429
46000,20,18279,13816,13429
46000,30,16770,12729,11641
46000,50,16189,13424,10285
46100,5,23238,18650,18477
46100,10,20996,16200,16113
46100,15,18269,13812,13461
46100,20,18286,14265,13479
46100,30,16765,12754,11669
46100,50,16176,13492,10283
46200,5,23326,18699,18541
46200,10,20806,16272,16076
46200,15,18309,13861,13514
46200,20,18335,13861,13506
46200,30,16802,12785,11677
46200,50,16211,13521,10300
46300,5,23526,18871,18732
46300,10,20881,16261,16131
46300,15,18439,13954,13545
46300,20,18415,13984,13620
46300,30,16913,12889,11774
46300,50,16262,13518,10310
46400,5,23688,19196,18868
46400,10,21094,16471,17546
46400,15,18499,13989,13645
46400,20,18428,13943,13584
46400,30,17007,12912,11782
46400,50,16528,13771,10445
46500,5,23865,19123,19008
46500,10,21103,16416,16273
46500,15,18576,13987,13677
46500,20,18603,14049,13688
46500,30,17086,13039,11888
46500,50,16770,14099,10739
46600,5,23847,19228,19062
46600,10,21158,16528,16590
46600,15,18571,14008,13669
46600,20,18584,14035,13698
46600,30,17055,13011,11885
46600,50,16443,13753,10386
46700,5,24140,19406,19279
46700,10,21147,16511,16319
46700,15,18723,14143,13771
46700,20,18666,14135,13736
46700,30,17164,13040,11911
46700,50,16597,13828,10457
46800,5,24825,19383,19207
46800,10,21174,16537,16388
46800,15,18695,14093,13747
46800,20,18717,14125,13737
46800,30,17153,13467,11925
46800,50,16693,13893,10528
46900,5,24227,19548,19350
46900,10,21445,16664,16533
46900,15,18890,14264,13827
46900,20,18745,14179,13849
46900,30,17214,13159,11964
46900,50,16761,14007,10556
47000,5,24251,19593,19478
47000,10,21333,16624,16385
47000,15,18779,14138,13727
47000,20,18814,14223,13807
47000,30,17183,13100,11916
47000,50,16646,13906,10502
47100,5,24354,19565,19302
47100,10,21332,16571,16492
47100,15,18846,14232,13955
47100,20,18884,14256,13882
47100,30,17318,13189,11992
47100,50,16707,13934,10627
47200,5,24488,19712,19485
47200,10,21413,16671,16497
47200,15,18765,14156,13753
47200,20,18942,14291,13924
47200,30,17488,13286,12050
47200,50,16772,13991,10582
47300,5,24799,19933,19752
47300,10,21508,16815,16564
47300,15,19052,14301,13965
47300,20,18866,14186,13790
47300,30,17184,13113,11888
47300,50,16784,14033,10629
47400,5,24743,19892,19684
47400,10,21412,16661,16454
47400,15,18995,14332,13955
47400,20,18960,14302,13893
47400,30,17466,13288,12045
47400,50,16928,14110,10646
47500,5,24911,20021,19860
47500,10,21618,16839,16656
47500,15,19154,14827,14081
47500,20,19075,14410,13979
47500,30,17512,13311,12095
47500,50,16990,14213,10689
47600,5,24871,20005,19845
47600,10,21637,16823,16589
47600,15,19042,14417,13993
47600,20,19068,14368,14015
47600,30,17414,13342,12091
47600,50,17015,14212,10678
47700,5,24771,20090,19799
47700,10,21636,16918,16630
47700,15,19066,14424,14108
47700,20,19008,14357,14105
47700,30,17398,13282,12106
47700,50,16867,14240,10734
47800,5,24937,20093,19891
47800,10,21656,16774,16624
47800,15,19129,14427,13974
47800,20,19030,14409,13968
47800,30,17528,13357,12129
47800,50,16926,14149,10687
47900,5,24880,20056,19963
47900,10,21624,16855,16661
47900,15,19264,14601,14089
47900,20,19262,14456,14094
47900,30,17592,13395,12195
47900,50,17021,14296,10710
48000,5,25230,20343,20255
48000,10,21640,16873,16654
48000,15,19142,14494,14023
48000,20,19130,14506,14036
48000,30,17572,13418,12132
48000,50,16995,14279,10667
48100,5,25311,20416,20219
48100,10,21869,17113,16810
48100,15,19370,14582,14152
48100,20,19299,14577,14153
48100,30,17765,13523,12207
48100,50,17262,14466,10823
48200,5,25413,20468,20299
48200,10,21604,16819,16627
48200,15,19168,14431,13987
48200,20,19310,14612,14128
48200,30,17858,13682,12577
48200,50,17205,14415,10841
48300,5,25346,20590,20337
48300,10,21753,16973,16918
48300,15,19305,14578,14153
48300,20,19280,14579,14109
48300,30,17776,13578,12254
48300,50,17107,14346,10758
48400,5,25181,20378,20125
48400,10,21697,16903,16735
48400,15,19301,14609,14136
48400,20,19398,14631,14217
48400,30,17755,13503,12218
48400,50,17150,14485,10793
48500,5,25537,20694,20469
48500,10,21951,17053,16800
48500,15,19373,14681,14172
48500,20,19262,14488,14059
48500,30,17846,13622,12388
48500,50,17350,14584,10890
48600,5,25642,20667,20548
48600,10,21829,16980,16798
48600,15,19277,14577,14149
48600,20,19247,14585,14152
48600,30,17928,13565,12756
48600,50,17239,14484,10798
48700,5,25669,20764,20688
48700,10,22061,17125,16956
48700,15,19472,14743,14737
48700,20,19477,14726,14277
48700,30,17842,13700,12363
48700,50,17306,14778,10994
48800,5,25868,21045,20793
48800,10,22407,17176,17041
48800,15,19612,14666,14310
48800,20,19470,14770,14308
48800,30,17971,13776,12513
48800,50,17369,14613,10902
48900,5,25894,20859,20767
48900,10,22057,17086,16877
48900,15,19507,14754,14329
48900,20,19521,14691,14302
48900,30,17906,13725,12348
48900,50,17434,14621,10910
49000,5,25996,21128,21034
49000,10,22245,17194,17089
49000,15,19445,14650,14231
49000,20,19394,14693,14240
49000,30,18115,13850,12491
49000,50,17408,14678,10937
49100,5,27388,21416,20983
49100,10,22162,17219,16954
49100,15,19576,14727,14428
49100,20,19572,14755,14319
49100,30,18058,13784,12419
49100,50,17456,14800,10960
49200,5,26097,21081,20823
49200,10,22193,17281,17109
49200,15,19613,14785,14351
49200,20,19555,14762,14356
49200,30,18019,13749,12446
49200,50,17527,14708,10963
49300,5,26157,21118,20889
49300,10,22129,17208,17012
49300,15,19541,14884,15421
49300,20,19644,14839,14373
49300,30,18053,13795,12443
49300,50,17664,14809,11020
49400,5,26130,21170,20929
49400,10,22229,17271,17050
49400,15,19664,14881,14426
49400,20,19654,15415,14453
49400,30,18204,13858,12544
49400,50,17678,14876,11077
49500,5,26245,21154,20968
49500,10,22254,17339,17143
49500,15,19747,14938,14432
49500,20,19602,14828,14450
49500,30,18265,13902,12590
49500,50,17723,14954,11108
49600,5,26163,21134,20901
49600,10,22103,17153,16993
49600,15,19635,14813,14409
49600,20,19920,14833,14403
49600,30,18062,13849,12467
49600,50,17549,14796,11038
49700,5,26156,21112,20915
49700,10,22228,17244,17069
49700,15,19725,14903,14438
49700,20,19821,14871,14895
49700,30,18118,13866,12551
49700,50,17652,14947,11080
49800,5,26506,21335,21188
49800,10,22308,17306,17128
49800,15,19822,14968,14516
49800,20,19782,14953,14557
49800,30,18316,13948,12623
49800,50,17735,14996,11131
49900,5,26438,21385,21115
49900,10,22350,17382,17182
49900,15,19705,14960,14521
49900,20,19744,14941,14463
49900,30,18240,14026,12629
49900,50,17780,14957,11161
50000,5,26475,21411,21228
50000,10,22481,17417,17222
50000,15,19922,15046,14607
50000,20,19843,14998,14539
50000,30,18428,14056,12704
50000,50,17778,15036,11160
50100,5,26525,21410,21201
50100,10,22427,17432,17263
50100,15,19880,15045,14542
50100,20,20031,15109,14668
50100,30,18526,14162,12679
50100,50,17974,15124,11186
50200,5,26657,21527,21257
50200,10,22557,18137,17502
50200,15,19903,15067,14597
50200,20,20044,15081,14765
50200,30,18406,14067,12698
50200,50,18101,15123,11289
50300,5,26711,21599,21392
50300,10,27403,18429,17241
50300,15,20128,15136,14711
50300,20,21004,15085,14627
50300,30,18459,14205,12693
50300,50,17913,15171,11222
50400,5,26676,21478,21346
50400,10,22572,17458,17267
50400,15,20014,15143,14646
50400,20,20042,15120,14722
50400,30,18505,14229,12736
50400,50,18036,15271,11266
50500,5,26742,21556,21396
50500,10,22654,17568,17337
50500,15,20139,15192,14757
50500,20,20160,15238,14703
50500,30,18436,14123,12708
50500,50,18046,15253,11278
50600,5,26596,21477,21286
50600,10,22572,17495,17283
50600,15,20071,15075,14653
50600,20,20057,15080,14655
50600,30,18510,14230,12816
50600,50,18075,15343,11292
50700,5,28351,21546,21345
50700,10,22699,17616,17338
50700,15,20262,15141,14736
50700,20,20075,15270,14749
50700,30,18561,14239,12749
50700,50,18038,15495,11315
50800,5,26690,21542,21369
50800,10,22860,17699,17446
50800,15,20291,15210,14760
50800,20,20200,15198,14773
50800,30,18515,14229,12780
50800,50,18186,15387,11313
50900,5,26779,21558,21387
50900,10,22859,17746,17543
50900,15,20362,15280,14884
50900,20,20424,15522,14972
50900,30,18874,14357,12871
50900,50,18299,15481,11395
51000,5,26948,21693,21613
51000,10,22979,17790,17591
51000,15,20410,15384,14905
51000,20,20512,15402,14852
51000,30,18732,15057,12954
51000,50,18766,15441,11418
51100,5,26818,21641,21487
